OBJECT_NAME,NORAD_CAT_ID,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,CLUSTER,ANOMALY_LABEL,ANOMALY_SCORE,TOP_DEVIATING_FEATURE,DEVIATION_SIGMA
CALSPHERE 4A,1520,13.36262737,0.0068471,89.8995,123.2878,331.9323,0.00019658,1.11e-06,0.0,2,-1,-0.022609012902468917,ECCENTRICITY,2.4496625083759325
OPS 5712 (P/L 160),2826,14.76535187,0.0003095,69.916,235.138,216.7194,0.001698,0.000118,0.0,2,-1,-0.00020519014725373097,BSTAR,0.43383501177602973
STARLETTE,7646,13.82349317,0.0205626,49.8238,61.7095,157.6298,-1.0126e-06,-1.45e-06,0.0,2,-1,-0.1427542883009753,ECCENTRICITY,8.215511835423802
AJISAI (EGS),16908,12.44515644,0.0011331,50.0112,34.2653,336.5299,2.3292e-06,-9.7e-07,0.0,2,-1,-0.05999379248658937,ARG_OF_PERICENTER,2.7370782922591426
HST,20580,15.29774056,0.0001691,28.472,269.6203,350.4608,0.00029315,8.936e-05,0.0,2,-1,-0.08796933989868855,INCLINATION,4.64248799656324
SCD 1,22490,14.46079704,0.0041912,24.9708,343.6852,7.8845,9.2545e-05,5.24e-06,0.0,2,-1,-0.10452887496051716,INCLINATION,4.917435325053768
ORBCOMM FM06,25118,14.47335555,0.0002714,45.014,80.1792,274.661,0.00048281,1.64e-05,0.0,2,-1,-0.008793060713534584,INCLINATION,3.3434537489080625
ORBCOMM FM04,25159,14.3556935,0.003847,107.9603,3.8241,107.7162,0.00038032,9.74e-06,0.0,2,-1,-0.006470597436901038,INCLINATION,1.5996848959460723
CELESTIS-02 & TAURUS R/B,25160,14.2245896,0.006377,108.0042,170.1932,270.098,7.1467e-05,3.3e-07,0.0,2,-1,-0.020948930196469095,ECCENTRICITY,2.2520375024596184
ORBCOMM FM27,25481,14.38978043,0.0001209,45.007,357.4647,316.8551,0.00037397,1.022e-05,0.0,2,-1,-0.03376753448209163,INCLINATION,3.3440034550943514
SCD 2,25504,14.45492344,0.0016779,24.9946,208.7705,353.0159,6.7016e-05,4.22e-06,0.0,2,-1,-0.07145224102887654,INCLINATION,4.915566324020387
ORBCOMM FM32,25982,14.37003858,0.0004495,45.0148,194.4219,6.2329,0.00033454,8.59e-06,0.0,2,-1,-0.005202450006213832,INCLINATION,3.343390925343915
LATINSAT B,27606,14.76903395,0.0086209,64.5533,136.8593,285.668,0.00013083,8.29e-06,0.0,2,-1,-0.005798953076218916,ECCENTRICITY,3.195349033571333
SAUDISAT 1C (SO-50),27607,14.82854107,0.0075445,64.5539,19.424,277.227,0.00020667,1.607e-05,0.0,2,-1,-0.03191261304712517,ECCENTRICITY,2.7428420002415725
SORCE,27651,15.03239171,0.001754,39.9926,0.3485,199.4081,0.00027488,3.65e-05,0.0,2,-1,-0.04957326842604487,INCLINATION,3.7377815551694398
COSMOS 2416 (RODNIK-S 1),28908,12.55597602,0.0008269,82.4743,359.0725,356.4883,8.8357e-06,1.2e-07,0.0,2,-1,-0.02776909671509159,ARG_OF_PERICENTER,2.991854095704714
GLOBALSTAR M069,31573,12.23469888,0.0001579,52.0013,119.5775,344.9929,0.00032868,-5.7e-07,0.0,2,-1,-0.0550346054012682,ARG_OF_PERICENTER,2.8451113823144514
GLOBALSTAR M072,31574,11.91656711,0.0001605,51.9948,314.0784,127.5169,0.00049893,-4.8e-07,0.0,2,-1,-0.014324883668814292,MEAN_MOTION,2.113847912540161
FGRST (GLAST),33053,15.23470437,0.0008617,25.5832,44.2103,94.4393,0.00016326,4.345e-05,0.0,2,-1,-0.0544115904909927,INCLINATION,4.869343886699032
COSMOS 2463,36519,13.7165974,0.0036062,82.9593,308.7407,355.1173,6.0352e-05,7e-07,0.0,2,-1,-0.01323265585372363,ARG_OF_PERICENTER,2.974352811707807
GLOBALSTAR M077,37191,11.68156429,6.57e-05,52.0011,23.8942,145.9225,-0.00027098,-9.3e-07,0.0,2,-1,-0.04213045589945169,MEAN_MOTION,2.3701505539254852
APRIZESAT 6,37793,14.76793111,0.0042925,98.2404,356.5704,345.2266,0.0001467,9.88e-06,0.0,2,-1,-0.00998147496592855,ARG_OF_PERICENTER,2.8480946427594387
JUGNU,37839,14.13748391,0.001835,19.9609,80.8611,261.0916,9.7636432e-05,4.54e-06,0.0,2,-1,-0.05973632956021907,INCLINATION,5.310860042580528
SRMSAT,37841,14.11554455,0.0011914,19.9709,187.0799,37.8808,8.4528e-05,4.21e-06,0.0,2,-1,-0.06805853675670165,INCLINATION,5.310074748028687
NUSTAR,38358,15.07956212,0.0007953,6.0264,275.8895,347.6737,0.0011946,0.00019825,0.0,0,-1,-0.06312696821607777,INCLINATION,4.057435163464954
EXPRESS-MD2,38745,12.37905693,0.1592998,49.8354,323.2907,315.2703,0.00067093,0.00037857,4.476e-06,1,-1,-0.08685800329345061,MEAN_MOTION_DOT,1.827152716729425
SMDC ONE 1.2,38759,15.19483343,0.0107983,64.6567,80.9499,202.055,0.00042193,0.00010296,0.0,2,-1,-0.06501094926750378,ECCENTRICITY,4.11070467680082
CINEMA,38764,15.42985462,0.0061172,64.6467,358.1099,199.0563,0.00074325,0.00035187,0.0,2,-1,-0.07800366257929209,ECCENTRICITY,2.1428203645377755
AEROCUBE 4.5A,38767,15.65830889,0.0036979,64.636,313.195,208.6938,0.0010621,0.00113769,0.0,2,-1,-0.09497624969551938,MEAN_MOTION_DOT,3.411401345025122
HISAKI (SPRINT-A),39253,13.55533394,0.0136418,29.7191,268.8152,84.9063,0.00010699,1.42e-06,0.0,2,-1,-0.129531171412181,ECCENTRICITY,5.306081627073184
CASSIOPE,39265,15.20176394,0.0309296,80.9176,163.9673,332.4084,0.00044709,0.00037557,-3.3569e-07,1,-1,-0.037429821979301336,MEAN_MOTION_DOT,1.809087184174136
OPTOS,39420,14.72114326,0.0115487,97.6927,316.8346,271.4074,0.00021576,1.453e-05,0.0,2,-1,-0.023291305166566245,ECCENTRICITY,4.4261648011139485
WNISAT-1,39423,14.57935708,0.01645795,97.7081,242.3813,126.0346,0.00028886413,1.55e-05,0.0,2,-1,-0.0526453995764678,ECCENTRICITY,6.489960930224061
TRITON-1,39427,14.81298578,0.0091622,97.8285,359.4373,135.5963,0.00045368,3.75e-05,0.0,2,-1,-0.04056053962613809,ECCENTRICITY,3.422905757039745
GOMX-1,39430,14.6916857,0.0128775,97.6558,293.3385,336.2393,0.00028544,1.854e-05,0.0,2,-1,-0.044972701187782016,ECCENTRICITY,4.9847780916087325
NEE-02 KRYSAOR,39441,14.86287699,0.006593,97.8832,27.6007,334.7799,0.00040702,3.667e-05,0.0,2,-1,-0.0009634381690177829,ECCENTRICITY,2.3428415894154235
ALICE,39467,15.07550847,0.0157117,120.4609,354.0432,267.9065,0.00055327,0.00010915,0.0,2,-1,-0.16285144724606743,ECCENTRICITY,6.176245421470499
SMDC ONE 2.4,39469,15.16389478,0.0136451,120.4883,42.1881,289.8813,0.00076961,0.00018831,0.0,2,-1,-0.1683674286673395,ECCENTRICITY,5.307468911735009
MCUBED-2,39472,15.63555795,0.0053484,120.4776,185.2515,332.1153,0.0012802,0.0013114,0.0,3,-1,-0.12639740924691556,ECCENTRICITY,4.468645313101045
TACSAT 6,39473,15.5155098,0.0068727,120.4644,166.2458,325.3839,0.00099728,0.00066163,0.0,3,-1,-0.11050768791617704,ECCENTRICITY,5.891932188992807
SMDC ONE 2.3,39474,15.51985214,0.006641,120.4512,168.9049,322.3603,0.0010049,0.00067327,0.0,3,-1,-0.10634912840946831,ECCENTRICITY,5.675586607975868
DUCHIFAT-1,40021,15.52235012,0.0003813,98.0604,136.5811,22.0936,0.0011901,0.00072672,0.0,2,-1,-0.04928462572153064,MEAN_MOTION_DOT,2.123398076466001
GONETS-M 8,40061,12.42982727,0.0029765,82.5164,357.5211,326.6867,9.6522e-05,2.3e-07,0.0,2,-1,-0.022073113659651422,ARG_OF_PERICENTER,2.611426477059755
GONETS-M 9,40062,12.42948605,0.002315,82.5164,357.5728,333.7349,0.010525,1.47e-05,0.0,2,-1,-0.13627198550712144,BSTAR,3.029580963860256
GONETS-M 10,40063,12.42943112,0.0021539,82.5167,357.5951,320.3616,0.00011179,2.5e-07,0.0,2,-1,-0.0055581982583688405,ARG_OF_PERICENTER,2.53068441184543
KOMPSAT-3A,40536,15.49734057,0.0064378,97.6879,73.6563,109.1941,0.00051611,0.00031164,0.0,2,-1,-0.01694252125718637,ECCENTRICITY,2.2775971713805117
ASTROSAT,40930,14.82347971,0.0008306,5.998,13.7018,323.8304,0.00015952,1.978e-05,0.0,0,-1,-0.07277914144640074,INCLINATION,4.060201549166452
AEROCUBE 5C,40965,14.90984143,0.0129878,64.7672,153.324,94.9712,0.00022584,2.451e-05,0.0,2,-1,-0.012665267461282104,ECCENTRICITY,5.0311470304569985
AEROCUBE 7,40966,14.95062477,0.0119787,64.7619,136.3253,93.7829,0.00029957,3.617e-05,0.0,2,-1,-0.01623373197625161,ECCENTRICITY,4.606932196442634
FOX-1A (AO-85),40967,14.90487887,0.0128435,64.7757,169.1763,88.2998,0.00024575,2.637e-05,0.0,2,-1,-0.006007697229348741,ECCENTRICITY,4.970484855699023
SINOD-D 1,40968,14.9522821,0.0116848,64.7754,151.2454,85.3967,0.00030175,3.636e-05,0.0,2,-1,-0.009087428390824492,ECCENTRICITY,4.483379783681936
SNAP-3 ALICE,40970,15.46505062,0.0035045,64.7567,18.5473,61.8441,0.0016687,0.00086023,0.0,4,-1,-0.060439497503167794,ECCENTRICITY,7.390281478010659
LMRST-SAT,40971,14.90118341,0.0130459,64.7761,165.566,90.3193,0.0002435,2.598e-05,0.0,2,-1,-0.0038111525648727995,ECCENTRICITY,5.055571648290943
SNAP-3 EDDIE,40972,15.47584569,0.0035974,64.7495,9.8738,66.9284,0.0017297,0.00092806,0.0,4,-1,-0.06314411707434808,ECCENTRICITY,7.597091119155544
PROPCUBE 3,40973,14.93676215,0.0122849,64.7681,144.3741,92.0029,0.00025421,2.947e-05,0.0,2,-1,-0.010203520217089534,ECCENTRICITY,4.735655397488316
BISONSAT,40974,15.14237853,0.00786594,64.7591,74.5218,82.6957,0.00077713328,0.00015239,0.0,4,-1,-0.06976529273343401,ECCENTRICITY,17.099515506804412
SNAP-3 JIMI,40975,15.01348638,0.0104929,64.764,114.9357,88.5567,0.00037192,5.225e-05,0.0,4,-1,-0.08165684760842518,ECCENTRICITY,22.947531167751265
PROPCUBE 1 (FLORA),40976,14.88772559,0.0129445,64.7752,184.6998,92.5844,0.00027584,2.852e-05,0.0,2,-1,-0.013215886326092885,ECCENTRICITY,5.01294417413669
SINOD-D 3,40977,14.93388352,0.0117847,64.7729,167.247,90.3687,0.00031866,3.668e-05,0.0,2,-1,-0.010332587479729038,ECCENTRICITY,4.525376673898995
VELOX-CI,41166,15.46614485,0.00044189,14.9835,348.8063,118.0691,0.00050405454,0.00027191,0.0,4,-1,-0.029188718514119416,INCLINATION,12.605127828930327
KENT RIDGE 1,41167,15.22604154,0.0008486,14.9795,143.5944,185.2483,0.00017798,5.028e-05,0.0,2,-1,-0.07470437257484369,INCLINATION,5.702046670634542
ORBCOMM FM118,41183,14.58763996,0.00031497,47.0058,24.7293,6.1704,0.00021716048,8.53e-06,0.0,2,-1,-0.0008149967281641524,INCLINATION,3.1870387800723967
RAVAN,41849,15.47729453,0.0004324,98.0012,328.3577,287.0004,0.00093584,0.000486,0.0,2,-1,-0.009906311713702654,MEAN_MOTION_DOT,1.3689679555142242
CYGFM02,41886,15.59139207,0.0006399,34.9425,42.7135,162.9543,0.00046051232,0.00037408,0.0,4,-1,-3.8407898864667445e-06,INCLINATION,5.8950139831200525
HXMT (HUIYAN),42758,15.1770082,0.0031893,43.0138,270.0486,353.3923,0.00029062,5.804e-05,0.0,0,-1,-0.04073707693492534,ECCENTRICITY,6.391397497901816
LEMUR-2-FURIAUS,42840,15.27158581,0.00068747,97.3756,266.7561,350.3787,0.0010231969,0.0002726,0.0,2,-1,-0.0013647339324560637,ARG_OF_PERICENTER,2.9138629617094507
LEMUR-2-ZACHARY,42845,15.43666106,0.0003118,97.3657,278.0871,301.1642,0.0010475,0.00047352,0.0,2,-1,-0.009668315648317272,MEAN_MOTION_DOT,1.3298549283063554
ORS-5 SENSORSAT,42921,15.00599269,0.0010542,0.0494,23.9552,304.8051,0.00018393,3.225e-05,0.0,0,-1,-0.0601956720000405,INCLINATION,4.639642464093442
MAKERSAT 0,43016,15.28639576,0.0114521,97.4756,329.8728,197.3997,0.0007144,0.00024221,0.0,2,-1,-0.07194585204569476,ECCENTRICITY,4.385555195558714
RADFXSAT (FOX-1B),43017,15.11255862,0.0153102,97.4831,316.7593,245.4722,0.00045564,0.00010105,0.0,2,-1,-0.07420321838370064,ECCENTRICITY,6.007459120948483
LEMUR-2-JIN-LUEN,43182,15.92980067,0.0009869,97.5392,20.0114,141.836,0.0018991,0.00658614,0.000179,2,-1,-0.2999259861430397,MEAN_MOTION_DOT,20.48715239396043
LEMUR-2-KADI,43184,15.6820586,0.0005144,97.464,13.6075,130.977,0.0011976,0.00135429,0.0,2,-1,-0.07650661966944289,MEAN_MOTION_DOT,4.09023801916169
POLAR SCOUT KODIAK,43764,15.59567421,0.0006692,97.4235,166.9192,163.3196,0.0013453,0.00108133,0.0,2,-1,-0.020384449529083748,MEAN_MOTION_DOT,3.2347659112562526
SKYSAT-C13,43802,15.80487986,0.0005511,96.9362,135.4049,148.1924,0.00063,0.00120491,0.0,2,-1,-0.060066816183219796,MEAN_MOTION_DOT,3.6220726342008382
AL-FARABI 2,43805,15.75212766,0.000394,97.4049,164.7193,191.7716,0.0017003,0.00261727,0.0,2,-1,-0.12807328881347674,MEAN_MOTION_DOT,8.04848890882468
ISAT,43879,15.53541131,0.0003958,97.59,17.6302,188.5412,0.0011099,0.00071013,0.0,2,-1,-0.022168743339420705,MEAN_MOTION_DOT,2.071404076355541
UWE-4,43880,15.41240829,0.0005938,97.585,12.7684,247.2202,0.00091753,0.00038209,0.0,2,-1,-0.006580256074149582,MEAN_MOTION_DOT,1.0433081272153746
D-STAR ONE (SPARROW),43881,15.5784211,7.55e-05,97.611,22.1578,152.065,0.001237,0.00092923,0.0,2,-1,-0.04373522340096253,MEAN_MOTION_DOT,2.7580758921603525
YUNHAI-2 01A,43909,14.28985963,2.9e-05,50.0109,25.0435,305.1838,9.8259e-05,8.9e-07,0.0,2,-1,-0.0027643804712950137,INCLINATION,2.9510499142986952
BUFENG 1B,44311,15.26080213,0.0025872,44.9681,88.6025,233.0478,0.00049994,0.00012976,0.0,0,-1,-0.0018140644699161101,ECCENTRICITY,5.08699270167094
PROX-1,44339,14.88608162,0.0005955,23.9956,289.9183,181.8273,0.0018997,0.00018437,0.0,4,-1,-0.06575945355840085,INCLINATION,9.575305844370641
NPSAT1,44340,14.73754615,0.0007603,23.9999,22.9533,22.8428,0.0010933,7.552e-05,0.0,4,-1,-0.05870135154428602,INCLINATION,9.573860206335821
OTB,44341,14.57046562,0.0010689,23.9958,129.5992,199.2081,0.00025783,1.401e-05,0.0,4,-1,-0.08990674928372,INCLINATION,9.575238605392277
FORMOSAT 7-3,44343,15.09136385,0.0001064,24.0002,11.0695,53.7666,0.0003864,6.641e-05,0.0,4,-1,-0.00078844025607272,INCLINATION,9.573759347868275
FORMOSAT 7-4,44350,14.96128454,9.93e-05,23.9982,275.984,351.1222,0.00027581,3.481e-05,0.0,0,-1,-0.0014089017253182679,INCLINATION,2.306839017332271
FORMOSAT 7-2,44351,14.9613204,5.05e-05,23.9995,331.0449,2.7296,0.00027888,3.517e-05,0.0,4,-1,-0.05747636388769639,INCLINATION,9.573994684292547
FORMOSAT 7-5,44358,14.96133001,2.33e-05,23.9989,93.46,29.0542,0.00025652,3.259e-05,0.0,4,-1,-0.014911315185674456,INCLINATION,9.57419640122764
STARLINK-1019,44724,15.8734027,0.0001007,53.0406,39.6205,183.7159,0.00083293,0.00228917,0.0,0,-1,-0.0014437850727834767,ARG_OF_PERICENTER,3.410701409153462
STARLINK-1031,44736,16.03372221,0.0002583,53.035,21.5027,123.1132,0.0008436,0.00536565,0.0001437,4,-1,-0.06354613745873416,MEAN_MOTION_DDOT,5.161161671357024
STARLINK-1053,44758,16.09567731,0.00056059,53.0224,346.6721,192.5151,0.00092923569,0.00870372,0.00043351202,0,-1,-0.19813572286705816,MEAN_MOTION_DDOT,9.543284201962537
RS-44 & BREEZE-KM R/B,44909,12.79747759,0.0217078,82.5244,33.1209,332.6607,-2.8286e-06,9e-08,0.0,2,-1,-0.17290246500458079,ECCENTRICITY,8.696941652006153
STARLINK-1298,45413,16.32240689,0.0006185,53.0212,313.4922,266.8689,0.00068655,0.04015807,1.2143e-05,0,-1,-0.1604557681141766,MEAN_MOTION_DOT,11.951889175795683
ONEWEB-0080,45426,13.1151878,0.0001758,87.8905,37.0305,73.4615,-0.057921,-0.000205,0.0,2,-1,-0.10722378246550618,BSTAR,17.09825719591736
YAOGAN-30 07A,45460,15.02287647,0.000314,34.9961,340.5205,20.6957,0.00029786,3.986e-05,0.0,4,-1,-0.003962802546414124,INCLINATION,5.876993936918569
SHIYAN-6 02 (SY-6 02),45859,14.60872649,0.0130183,98.1894,99.9837,117.4952,8.09e-05,3.93e-06,0.0,2,-1,-0.0018100838069399217,ECCENTRICITY,5.043968903846591
STARLINK-1567,46038,15.52634061,0.00047786,53.0945,40.4193,177.3929,0.017712972,0.01220095,0.0,0,-1,-0.09794307953907877,MEAN_MOTION_DOT,3.4621027482136673
STARLINK-1585,46117,15.97961809,0.0007466,53.0344,149.1014,14.6263,0.001339,0.00624838,0.00018007,4,-1,-0.10046150084063821,MEAN_MOTION_DDOT,6.475777109556808
STARLINK-1625,46131,15.98093128,0.000943,53.0403,150.614,353.0004,0.0011922,0.00561418,0.00014597,0,-1,-0.13737097140370247,MEAN_MOTION_DDOT,3.188077992889289
STARLINK-1612,46164,15.90725477,0.000718,53.0299,114.9875,17.6449,0.0012774,0.00404039,7.2545e-05,4,-1,-0.04017857882976561,MEAN_MOTION_DDOT,2.5892215694844496
TYVAK-0172,46267,15.87313929,0.0003179,97.7176,332.2901,116.2351,0.0029701,0.00851213,0.0,3,-1,-0.027879104877687078,MEAN_MOTION_DOT,2.2067546707010814
ION-MK01,46274,15.9735061,0.000436,97.1935,167.8654,229.8819,0.00083853,0.00366155,5.6587e-05,3,-1,-0.0031722561003816874,MEAN_MOTION_DDOT,0.3702128852277098
STARLINK-1752,46338,16.41328192,0.000887,53.0198,227.3854,297.2611,0.00061026,0.10079077,1.2468e-05,0,-1,-0.17759970280525283,MEAN_MOTION_DOT,30.364324846124106
STARLINK-1765,46344,16.06439393,0.001014,53.0315,204.3709,324.457,0.001981,0.01503773,0.0014617,0,-1,-0.22316813586959072,MEAN_MOTION_DDOT,32.26812502554192
STARLINK-1575,46349,15.97116678,0.000759,53.0216,165.2162,331.9675,0.0012708,0.00565818,0.00014631,0,-1,-0.12394134204685525,MEAN_MOTION_DDOT,3.195592616703523
STARLINK-1657,46354,15.96738065,0.0011593,53.0385,231.7453,326.2045,0.0014868,0.00651064,0.00019236,0,-1,-0.13915821456970934,MEAN_MOTION_DDOT,4.213382106837254
STARLINK-1742,46376,15.93364295,0.0003639,53.0216,158.6287,329.8134,0.0011244,0.00407257,7.5731e-05,0,-1,-0.07004758071015715,MEAN_MOTION_DDOT,1.6356672220423156
STARLINK-1648,46533,16.22555783,0.0003498,53.0329,26.3879,208.7327,0.001185,0.02884286,1.1874e-05,0,-1,-0.1570811761265175,MEAN_MOTION_DOT,8.515780009928802
STARLINK-1683,46578,15.90618061,0.0002557,53.0077,334.578,137.9915,0.0011671,0.00366096,6.1176e-05,4,-1,-0.034945271536025446,MEAN_MOTION_DOT,3.417005987497197
STARLINK-1820,46717,16.04611531,0.0003974,53.0334,64.0756,81.3174,0.0011999,0.00822133,0.00035135,4,-1,-0.10710313582325903,MEAN_MOTION_DDOT,12.666795318378881
STARLINK-1894,46744,15.90816463,0.0009551,53.0388,180.9312,358.9047,0.0012246,0.0038975,6.821e-05,0,-1,-0.0949795341868569,MEAN_MOTION_DDOT,1.4694393229045135
TIANQI-6,46810,15.06592324,0.0010557,34.9984,182.5991,182.9705,0.00033827,5.094e-05,0.0,4,-1,-0.021095153948081036,INCLINATION,5.876220688667387
STARLINK-1843,47133,16.02797379,0.0010452,53.0373,144.9724,19.9205,0.0011564,0.00715282,0.00025443,4,-1,-0.13142934776427584,MEAN_MOTION_DDOT,9.163563856450837
GONETS-M 20,47227,12.42890736,0.0021352,82.5099,352.3906,358.5759,-0.00015431,-1.2e-07,0.0,2,-1,-0.02735266599833791,ARG_OF_PERICENTER,3.018503023838882
GONETS-M 22,47229,12.42888571,0.002212,82.5081,351.9912,353.7708,-1.68e-06,1e-07,0.0,2,-1,-0.016706811356622164,ARG_OF_PERICENTER,2.9571642785919527
COSMOS 2548,47230,12.42927534,0.0015598,82.5059,351.6305,12.5878,-0.00046509,-5.5e-07,0.0,2,-1,-0.009880567714038058,ARG_OF_PERICENTER,1.3981534295895892
GECAM-A,47234,15.0033434,0.00107,28.9961,20.3521,243.6219,0.00017329,2.379e-05,0.0,0,-1,-0.002763953243390904,INCLINATION,1.8200038378423733
STARLINK-2100,47380,15.26921258,0.0001397,53.0674,303.8008,75.4709,0.029171,0.00837756,0.0,4,-1,-0.053523708676194715,BSTAR,12.068686212938042
STARLINK-2111,47390,15.13388423,0.0001495,53.0907,335.449,78.8185,-0.096817,-0.01586512,0.0,3,-1,-0.18020738018577154,BSTAR,3.7865620268332596
YAOGAN-31 02A,47532,13.45442549,0.0169074,63.407,349.5795,0.2621,6.4655e-05,-4.8e-07,0.0,2,-1,-0.10037323657729352,ECCENTRICITY,6.678904897271685
YAOGAN-31 02B,47533,13.45441628,0.0169581,63.4064,348.5905,0.3805,3.5746e-05,-6.7e-07,0.0,2,-1,-0.0996799816570148,ECCENTRICITY,6.700218634348811
YAOGAN-31 02C,47536,13.45442179,0.0169241,63.4064,348.6085,0.4005,-0.00026652,-2.62e-06,0.0,2,-1,-0.12134377571472593,ECCENTRICITY,6.685925398439101
STARLINK-1965,47566,15.92076336,0.0004769,53.0096,185.5077,309.9195,0.0011201,0.00379187,6.5945e-05,0,-1,-0.058828089419156515,MEAN_MOTION_DDOT,1.4193786672008677
STARLINK-1971,47572,16.08900573,0.00100993,53.03,226.3789,326.8605,0.0013102423,0.01174288,0.00084482294,0,-1,-0.19321614211967497,MEAN_MOTION_DDOT,18.634010185746156
STARLINK-1645,47622,15.93046888,0.0004672,53.0359,286.6295,199.9697,0.0012318,0.0043914,8.6332e-05,0,-1,-0.0949247451825398,MEAN_MOTION_DDOT,1.8699687722031775
STARLINK-2041,47657,15.48593852,0.0001108,53.1601,333.6035,108.0935,0.015284,0.00901483,0.0,4,-1,-0.034812011036147394,MEAN_MOTION_DOT,8.790315017995225
STARLINK-2058,47667,15.93125345,0.0002515,53.0335,286.9033,209.492,0.001001,0.00357542,6.0368e-05,0,-1,-0.056709639735999406,MEAN_MOTION_DDOT,1.296116734812685
YAOGAN-31 03A,47691,13.45444751,0.0170242,63.4049,44.188,0.3135,0.00053979,2.59e-06,0.0,2,-1,-0.07354153796448265,ECCENTRICITY,6.728006366514453
YAOGAN-31 03B,47693,13.4544438,0.0170406,63.4029,45.0014,0.6217,0.00053997,2.59e-06,0.0,2,-1,-0.07422416764721101,ECCENTRICITY,6.734900750894431
YAOGAN-31 03C,47695,13.4544428,0.017035,63.4039,44.0462,0.5969,0.00056066,2.73e-06,0.0,2,-1,-0.07523788302307838,ECCENTRICITY,6.732546570862244
STARLINK-2116,47724,15.96489974,0.0004065,53.0358,346.8456,240.1795,0.0011091,0.00475759,0.00010421,0,-1,-0.10820017152887995,MEAN_MOTION_DDOT,2.265105373823391
STARLINK-2131,47728,15.27435942,0.0001143,53.0739,114.7199,66.4586,0.062504,0.01872318,0.0,4,-1,-0.13853044189654307,BSTAR,26.113215406496078
STARLINK-2147,47736,15.25759518,0.0001009,53.0735,114.7614,94.5118,0.068625,0.01964169,0.0,0,-1,-0.18913501861057935,ARG_OF_PERICENTER,6.915271916169424
YAOGAN-31 04A,47854,13.45441983,0.0168063,63.4045,104.5269,0.1204,0.00014555,4e-08,0.0,2,-1,-0.0587690333125494,ECCENTRICITY,6.636403539904871
YAOGAN-31 04B,47856,13.45441942,0.0167759,63.4041,105.1282,0.2071,0.00017183,2.1e-07,0.0,2,-1,-0.060578096055892094,ECCENTRICITY,6.623623705444424
YAOGAN-31 04C,47857,13.45442457,0.0167851,63.4051,104.6033,0.0623,0.00015545,1e-07,0.0,2,-1,-0.06240173547272526,ECCENTRICITY,6.627491286925875
STARLINK-2480,48137,15.21804492,0.0001972,53.1173,64.4493,91.0774,0.049682,0.01249424,0.0,4,-1,-0.10642918194390738,BSTAR,20.710792782675803
ONEWEB-0179,48212,13.50925408,0.0004039,87.896,305.6486,345.4982,0.52555,0.00351034,0.0,0,-1,-0.22188424659912998,BSTAR,45.65054018082835
YAOGAN-34 01,48340,13.45465424,0.0080671,63.4061,352.7327,356.9422,7.0791e-05,-4.7e-07,0.0,2,-1,-0.09167249343125344,ARG_OF_PERICENTER,2.997648284476557
STARLINK-2505,48411,15.2597789,8.1e-05,53.1411,204.9011,94.5026,0.058115,0.01674775,0.0,0,-1,-0.16783473055338582,ARG_OF_PERICENTER,6.9156333575007585
STARLINK-2238,48584,15.50561165,0.0001241,53.0543,51.6846,94.6884,0.019007,0.01216304,0.0,4,-1,-0.06128510497432671,MEAN_MOTION_DOT,11.949955656057822
STARLINK-2249,48592,15.18323656,0.0001162,53.0535,55.5967,95.6734,0.046946,0.01052276,0.0,4,-1,-0.08478540513577182,BSTAR,19.558006298603722
STARLINK-2251,48594,15.27375645,0.0001517,53.1473,24.9574,78.6622,0.060645,0.01806992,0.0,4,-1,-0.1294722578009423,BSTAR,25.329944180659087
STARLINK-2714,48603,15.27671553,0.0001459,53.148,24.8488,109.4136,0.060073,0.01805936,0.0,0,-1,-0.19041428688924578,ARG_OF_PERICENTER,6.3298233910293185
STARLINK-2745,48671,15.29500877,0.0001622,53.1596,24.9388,104.0183,0.028328,0.0088327,0.0,4,-1,-0.04055370672772285,BSTAR,11.713496517736006
