OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,ORBIT_PERIOD_SEC,SEMI_MAJOR_AXIS,ORBIT_HEIGHT,PERIGEE,APOGEE,ORBITAL_SPEED,AGE_SINCE_LAUNCH,SAT_TYPE,CLUSTER,ANOMALY_LABEL,ANOMALY_SCORE
STARLINK-33693,2025-065L,2026-04-10 13:26:20.753952,15.27592111,8.8e-05,42.9978,287.1228,266.2031,93.872,0,U,63409,999,5771,0.00031117,8.313e-05,0.0,5655.960081087378,6861.085305949514,490.0853059495139,482.48153044259016,483.68908145643763,7.621954498900894,1.3,L,3,1,0.19065848033904798
STARLINK-33677,2025-065M,2026-04-10 13:15:14.584032,15.27587865,0.0001186,43.0011,287.0638,259.2822,100.7896,0,U,63410,999,5771,0.00083123,0.00022687,0.0,5655.975802085859,6861.098019742888,490.098019742888,482.28429351774685,483.9117459680292,7.621947437057496,1.3,M,3,1,0.18880082976172274
STARLINK-33647,2025-065N,2026-04-09 21:08:26.335968,15.27601462,0.0001523,43.003,298.4218,270.0242,90.0435,0,U,63411,999,5752,0.00080108,0.00021862,0.0,5655.925458913969,6861.057306467647,490.0573064676473,482.0123674398719,484.1022454954227,7.621970051209344,1.3,N,3,1,0.18857445240981136
STARLINK-33645,2025-065P,2026-04-10 05:12:39.104064,15.2758818,7.5e-05,43.0018,292.2441,338.8542,21.2279,0,U,63412,999,5762,0.0010832,0.00029672,0.0,5655.974635781746,6861.097076536695,490.09707653669466,482.58249425595386,483.61165881743545,7.621947960958244,1.3,P,3,1,0.12965345290386543
STARLINK-33670,2025-065Q,2026-04-10 13:09:41.245056,15.27583731,5.76e-05,42.9961,287.0037,323.8249,36.2563,0,U,63413,999,5771,0.0005787,0.00015698,0.0,5655.991108483467,6861.110398231366,490.11039823136616,482.7151982724281,483.50559819030514,7.621940561477189,1.3,Q,3,1,0.14904991463268036
STARLINK-33644,2025-065R,2026-04-10 12:42:08.146944,15.27592152,0.0001161,42.998,287.71,290.4833,69.5894,0,U,63414,999,5770,0.00060811,0.00016515,0.0,5655.959929283533,6861.085183183544,490.08518318354436,482.2886111937769,483.88175517331274,7.621954567091027,1.3,R,3,1,0.1856704817149903
STARLINK-33664,2025-065S,2026-04-10 13:20:46.875840,15.27580317,0.0001573,43.0023,287.0555,270.7933,89.2739,0,U,63415,999,5771,0.00028895,7.698e-05,0.0,5656.003749097797,6861.120620856833,490.12062085683283,482.041366583172,484.1998751304927,7.621934883376116,1.3,S,3,1,0.19394291495152605
STARLINK-33649,2025-065T,2026-04-10 13:02:16.730880,15.27601361,8.1e-05,42.9993,286.9455,277.0752,83.0008,0,U,63416,999,5771,0.00099923,0.00027354,0.0,5655.92583286524,6861.057608888073,490.05760888807345,482.5018632217534,483.6133545543935,7.62196988322945,1.3,T,3,1,0.1872193586497935
STARLINK-33535,2025-065U,2026-04-10 13:18:56.246688,15.27605553,0.000106,43.0012,287.0198,288.9732,71.1005,0,U,63417,999,5771,0.00054974,0.00014908,0.0,5655.910312077793,6861.0450569712975,490.0450569712975,482.3177861952581,483.772327747336,7.621976855220385,1.3,U,3,1,0.186982163776922
STARLINK-33703,2025-065V,2026-04-10 12:14:22.919136,15.27594265,0.0001514,43.0028,287.5652,270.8082,89.2596,0,U,63418,999,5770,0.00070843,0.00019292,0.0,5655.952105842713,6861.078856252079,490.0788562520793,482.04008891324247,484.1176235909161,7.621958081376031,1.3,V,3,1,0.19312964277300038
STARLINK-33709,2025-065W,2026-04-10 06:03:18.550656,15.27593538,0.0001702,43.0026,289.0715,267.4617,92.604,0,U,63419,999,5766,0.0011505,0.00031547,0.0,5655.954797577836,6861.081033098126,490.0810330981258,481.9132771062923,484.24878908995834,7.621956872249469,1.3,W,3,1,0.18904484074207867
STARLINK-33698,2025-065X,2026-04-09 21:09:36.497952,15.27590329,0.0001255,42.9991,290.5694,277.6039,82.467,0,U,63420,999,5761,0.00047806,0.0001292,0.0,5655.96667900874,6861.090641783085,490.0906417830847,482.22957490754106,483.9517086586284,7.621951535123651,1.3,X,3,1,0.1913715628030611
STARLINK-33606,2025-065Y,2026-04-10 13:17:04.820064,15.27571233,0.0001467,43.0005,287.0194,271.2265,88.8419,0,U,63421,999,5771,0.00086086,0.00023496,0.0,5656.037383626221,6861.147821490361,490.1478214903609,482.1412911049483,484.1543518757735,7.621919774995681,1.3,Y,3,1,0.1923716435656745
STARLINK-33686,2025-065Z,2026-04-10 13:31:52.762368,15.27582652,0.0001574,43.0009,287.0966,266.8361,93.231,0,U,63422,999,5771,0.00074321,0.00020247,0.0,5655.995103563142,6861.113629103899,490.11362910389926,482.0336898186788,484.1935683891197,7.621938766905444,1.3,Z,3,1,0.19232692500124393
STARLINK-33675,2025-065AA,2026-04-08 21:31:41.764224,15.27613236,0.0002912,43.0026,296.0873,247.7799,112.2744,0,U,63423,999,5746,0.00089046,0.00024349,0.0,5655.881866161049,6861.0220522594955,490.02205225949547,481.02412263787755,485.0199818811134,7.621989633289935,1.3,A,3,1,0.1743393593533783
STARLINK-33655,2025-065AB,2026-04-10 12:31:02.296704,15.27594614,0.0001633,43.0021,287.6375,263.7253,96.3413,0,U,63424,999,5770,0.00092591,0.00025316,0.0,5655.950813662662,6861.077811246818,490.0778112468179,481.95739724024133,484.1982252533953,7.621958661823171,1.3,B,3,1,0.19000243312104037
STARLINK-33608,2025-065AC,2026-04-10 13:28:11.003808,15.27592818,0.0001282,43.0024,287.066,293.9174,66.1543,0,U,63425,999,5771,0.00072799,0.00019832,0.0,5655.957463397815,6861.083188985872,490.08318898587186,482.2035981210438,483.9627798506999,7.621955674764737,1.3,C,3,1,0.1835370742089693
STARLINK-33615,2025-065AD,2026-04-08 19:37:24.992832,15.27589422,0.0001274,43.0015,297.2175,273.5958,86.4748,0,U,63426,999,5744,0.00067790595,0.00018444,0.0,5655.97003721593,6861.093357612573,490.0933576125726,482.219254318813,483.96746090633224,7.621950026623351,1.3,D,3,1,0.18919385830202057
HJS-6B,2025-067B,2026-04-10 06:15:19.616544,15.33094484,0.00091551,54.9923,328.0846,143.3462,216.8191,0,U,63429,999,5756,0.00020894045,6.411e-05,0.0,5635.660482879932,6844.658891023879,473.6588910238788,460.39253736255705,472.9252446852006,7.631094936854744,1.3,B,2,1,0.10429286517196545
HJS-6C,2025-067C,2026-04-10 06:13:45.706656,15.33069156,0.00090072,54.9933,328.1023,144.5494,215.6132,0,U,63430,999,5755,0.00013376357,3.967e-05,0.0,5635.753590231386,6844.734278378874,473.73427837887357,460.56908931965245,472.8994674380947,7.631052912604887,1.3,C,2,1,0.10535959907194536
HJS-6D,2025-067D,2026-04-10 06:16:47.385984,15.33061084,0.00079678,54.9914,328.1095,136.6601,223.5053,0,U,63431,999,5755,0.00027185212,8.443e-05,0.0,5635.783264067252,6844.7583046651,473.7583046650998,461.3045381431084,472.21207118709026,7.631039519434944,1.3,D,2,1,0.11944252826046786
TIANPING-3A 02,2025-068A,2026-04-10 06:18:03.817152,14.86128903,0.02312989,43.0024,47.1829,189.3866,170.2606,0,U,63432,999,5527,0.00027373448,3.741e-05,0.0,5813.762172688193,6988.1159634899495,617.1159634899495,448.48160994718273,771.7503170327163,7.5523604582478185,1.3,A,0,-1,-0.08740776658859051
STARLINK-33682,2025-069A,2026-04-09 23:20:28.129056,15.30182212,7.99e-05,53.1622,357.2205,271.5107,88.5803,0,U,63433,999,5819,0.00059246,0.00017219,0.0,5646.386379506547,6853.340728891211,482.34072889121126,474.7931469669729,475.8883108154496,7.626259855179792,1.3,A,3,1,0.13219293136678006
STARLINK-33710,2025-069B,2026-04-09 23:44:46.822848,15.30215799,0.00012434,53.1602,357.3259,85.2817,274.8325,0,U,63434,999,5819,0.00072619537,0.00021221,0.0,5646.262445889176,6853.240444997799,482.2404449977994,474.388313080869,476.09257691472976,7.626315652742916,1.3,B,2,1,0.18270946286749218
STARLINK-33733,2025-069C,2026-04-09 23:40:13.537920,15.30203658,0.0001079,53.1616,357.3074,60.5031,299.6077,0,U,63435,999,5819,0.00070813,0.00020674,0.0,5646.307244679192,6853.276695110339,482.27669511033855,474.53722655493584,476.01616366574035,7.626295483181803,1.3,C,2,1,0.17061780615585853
STARLINK-33638,2025-069D,2026-04-09 23:35:39.859872,15.30198862,9.55e-05,53.163,357.2873,56.9717,303.1376,0,U,63436,999,5819,0.0006383,0.00018592,0.0,5646.3249415225355,6853.29101494753,482.29101494753013,474.6365256556028,475.9455042394575,7.626287515669078,1.3,D,2,1,0.1678742617315936
STARLINK-33726,2025-069E,2026-04-09 23:28:03.966816,15.30211625,0.0001781,53.1615,357.2519,87.1035,273.017,0,U,63437,999,5814,0.00063499,0.00018501,0.0,5646.2778473533035,6853.252907506098,482.2529075060984,474.03234316327143,476.4734718489253,7.626308718585764,1.3,E,2,1,0.1796771519007444
STARLINK-33681,2025-069F,2026-04-10 00:51:28.902816,15.30209417,0.00011777,53.1618,356.9024,80.5537,279.5596,0,U,63438,999,5820,0.00058726401,0.00017079,0.0,5646.285994592072,6853.259500058556,482.2595000585561,474.452391687234,476.0666084298773,7.62630505048795,1.3,F,2,1,0.18377391178775088
STARLINK-33730,2025-069G,2026-04-10 00:13:29.371872,15.30201538,0.00010181,53.1589,356.731,62.2254,297.885,0,U,63439,999,5820,0.00075052294,0.00021936,0.0,5646.315067290176,6853.283024970764,482.283024970764,474.5852922259919,475.98075771553704,7.626291961264136,1.3,G,2,1,0.17174991365101255
STARLINK-33743,2025-069H,2026-04-09 23:31:06.288096,15.30210117,0.0001781,53.1612,357.2644,87.708,272.4125,0,U,63440,999,5808,0.00067048,0.00019557,0.0,5646.283411678685,6853.257410026622,482.257410026622,474.0368448818963,476.4779751713486,7.626306213381661,1.3,H,2,1,0.17967089742789188
STARLINK-33715,2025-069J,2026-04-09 23:26:32.629056,15.30214997,0.00011023,53.1623,357.2385,97.4868,262.6258,0,U,63441,999,5819,0.0008510605,0.00024943,0.0,5646.265405148163,6853.2428395625575,482.2428395625575,474.48740660435215,475.99827252076284,7.626314320402247,1.3,J,2,1,0.17734536481074542
STARLINK-33762,2025-069K,2026-04-09 23:23:30.459840,15.30208719,0.0001526,53.1625,357.2314,87.9092,272.2083,0,U,63442,999,5819,0.00072026,0.00021039,0.0,5646.28857012806,6853.261584120558,482.2615841205579,474.2157764028216,476.3073918382952,7.6263038909164385,1.3,K,2,1,0.18198456568513743
STARLINK-33753,2025-069L,2026-04-10 00:42:21.888864,15.30199241,0.00013122,53.1618,356.8598,84.2076,275.9074,0,U,63443,999,5819,0.0005619234,0.0001632,0.0,5646.323543039844,6853.2898833313175,482.28988333131747,474.39059463282683,476.189172029809,7.626288145295899,1.3,L,2,1,0.1843073115649051
STARLINK-33747,2025-069M,2026-04-09 02:36:29.701440,15.30200478,2.741e-05,53.1613,1.0679,116.0787,244.0242,0,U,63444,999,5801,0.00042249137,0.00012175,0.0,5646.318978603796,6853.286189906458,482.2861899064583,475.09834133199365,475.4740384809229,7.626290200304083,1.3,M,0,1,0.19805956715800754
STARLINK-33659,2025-069N,2026-04-09 23:53:53.867904,15.30190652,9.539e-05,53.1594,357.3605,76.399,283.7117,0,U,63445,999,5814,0.00071178476,0.00020775,0.0,5646.355236001011,6853.315528437116,482.315528437116,474.661790668858,475.96926620537397,7.626273876497936,1.3,N,2,1,0.17829991149538077
STARLINK-33746,2025-069P,2026-04-10 00:49:57.753408,15.30205041,0.00012173,53.1607,356.8914,82.8202,277.2937,0,U,63446,999,5815,0.00079282579,0.00023199,0.0,5646.30214154418,6853.272565780023,482.2725657800229,474.4383169105904,476.1068146494554,7.626297780732942,1.3,P,2,1,0.1815761874599941
STARLINK-33799,2025-069Q,2026-04-09 23:50:51.436896,15.3019447,0.00010805,53.1598,357.3465,85.5985,274.5139,0,U,63447,999,5808,0.00053761461,0.00015594,0.0,5646.341147736601,6853.304128592158,482.3041285921581,474.5636290810635,476.04462810325185,7.626280219300036,1.3,Q,2,1,0.18282426035876242
STARLINK-33797,2025-069R,2026-04-10 06:40:19.493760,15.30213861,9.17e-05,53.159,355.5663,95.2626,264.8479,0,U,63448,999,5819,0.0010475673,0.00030809,0.0,5646.269596822061,6853.246231368588,482.24623136858827,474.6177886891719,475.87467404800464,7.626312433195715,1.3,R,2,1,0.17595386001462082
STARLINK-33798,2025-069S,2026-04-09 23:55:24.752928,15.30194917,8.466e-05,53.1596,357.356,84.2347,275.875,0,U,63449,999,5792,0.00049308192,0.0001427,0.0,5646.339498329415,6853.302793935568,482.30279393556793,474.72259332103386,475.882994550102,7.626280961895611,1.3,S,2,1,0.17999902392835665
STARLINK-33736,2025-069T,2026-04-10 00:15:00.726048,15.30198288,7.216e-05,53.1583,356.7373,82.9672,277.141,0,U,63450,999,5815,0.00091750297,0.00026912,0.0,5646.327059542495,6853.292728794608,482.2927287946077,474.79819519129796,475.7872623979174,7.626286562091585,1.3,T,2,1,0.1756761845972279
STARLINK-33740,2025-069U,2026-04-10 00:45:24.141888,15.30202866,0.00010582,53.1612,356.8679,87.227,272.8852,0,U,63451,999,5809,0.00075760459,0.00022148,0.0,5646.310167086042,6853.279059848939,482.27905984893914,474.5538458588253,476.0042738390521,7.626294167446904,1.3,U,2,1,0.18100498536405424
STARLINK-33763,2025-069V,2026-04-09 10:16:09.227712,15.30178036,0.00011197,53.1588,359.489,81.9993,278.1135,0,U,63452,999,5811,0.0010726085,0.00031522,0.0,5646.401789026855,6853.353197827153,482.35319782715305,474.5858278695923,476.1205677847147,7.626252917598574,1.3,V,2,1,0.16499782517287842
STARLINK-33784,2025-069W,2026-04-09 23:49:20.243424,15.30202889,8.748e-05,53.1601,357.3377,88.5263,271.5838,0,U,63453,999,5819,0.00056152037,0.0001631,0.0,5646.310082218123,6853.278991175945,482.2789911759446,474.679466329796,475.8785160220923,7.626294205656383,1.3,W,2,1,0.18153522187013277
STARLINK-33768,2025-069X,2026-04-10 00:40:50.383488,15.3019832,0.00010702,53.1598,356.8352,79.681,280.4311,0,U,63454,999,5820,0.000605338,0.00017611,0.0,5646.326941464686,6853.292633249098,482.2926332490979,474.5591938714879,476.0260726267079,7.626286615252707,1.3,X,2,1,0.18287353157019764
STARLINK-33761,2025-069Y,2026-04-10 03:35:16.510560,15.30213239,0.00025264,53.1601,356.1735,37.8497,322.2681,0,U,63455,999,5822,0.00065965104,0.00019237,0.0,5646.2718919137515,6853.2480885035975,482.2480885035975,473.51668390651776,476.97949310067725,7.626311399883292,1.3,Y,2,1,0.14110628790563817
STARLINK-33737,2025-069Z,2026-04-10 10:00:35.821728,15.30211143,0.0001356,53.1601,354.9893,81.8759,278.2395,0,U,63456,999,5815,0.0010688,0.00031442,0.0,5646.279625869905,6853.254346639838,482.25434663983833,474.32504535043427,476.1836479292424,7.626307917850944,1.3,Z,2,1,0.18039390488623452
STARLINK-33795,2025-069AA,2026-04-09 23:41:44.284704,15.30211622,7.948e-05,53.1607,357.2989,97.2509,262.8582,0,U,63457,999,5808,0.00058332679,0.00016963,0.0,5646.277858422905,6853.252916463361,482.25291646336063,474.70821992156016,475.7976130051602,7.626308713601937,1.3,A,2,1,0.17644951685776084
STARLINK-33756,2025-069AB,2026-04-09 23:46:17.563584,15.30210818,4.076e-05,53.1602,357.3089,102.6454,257.4592,0,U,63458,999,5819,0.00086465757,0.00025346,0.0,5646.28082507779,6853.255317010525,482.2553170105248,474.97597832380325,475.5346556972463,7.626307377936293,1.3,B,2,1,0.16394735845373754
STARLINK-33780,2025-069AC,2026-04-10 09:56:02.310432,15.30207552,0.0001038,53.1597,354.9729,80.8461,279.2657,0,U,63459,999,5815,0.00084471,0.00024748,0.0,5646.292876222846,6853.265068508559,482.2650685085591,474.5536995944476,475.97643742267064,7.626301952205118,1.3,C,2,1,0.18157866420437552
STARLINK-33679,2025-070A,2026-04-10 08:09:08.636256,15.27595984,0.0001321,43.0037,81.3712,263.8765,96.1936,0,U,63460,999,5781,0.00073378,0.00019994,0.0,5655.945741213732,6861.073709081015,490.0737090810153,482.16736124404633,483.98005691798517,7.621960940368397,1.3,A,3,1,0.19199389382789883
STARLINK-33706,2025-070B,2026-04-10 00:23:54.424032,15.2760038,0.00012036,43.0034,83.2153,246.3875,113.685,0,U,63461,999,5776,0.00098895427,0.00027068,0.0,5655.929465008381,6861.060546260474,490.06054626047444,482.234749013126,483.88634350782195,7.621968251661982,1.3,B,3,1,0.18205074740848293
STARLINK-33691,2025-070C,2026-04-10 10:08:58.945344,15.27601937,0.0001561,43.0018,80.2419,264.6773,95.39,0,U,63462,999,5778,0.00082739,0.00022591,0.0,5655.923700232909,6861.055884193816,490.0558841938164,481.9848733702938,484.12689501733985,7.6219708412136935,1.3,C,3,1,0.1898334651382067
STARLINK-33696,2025-070D,2026-04-10 07:37:40.874016,15.27599748,0.0001096,43.0032,81.1769,262.3419,97.7308,0,U,63463,999,5781,0.0010314,0.00028246,0.0,5655.9318049848225,6861.062438636613,490.06243863661257,482.31046619333756,483.8144110798876,7.621967200539654,1.3,D,3,1,0.18866676605530386
STARLINK-33701,2025-070E,2026-04-10 08:20:14.212608,15.27599068,0.0001602,43.0023,81.3963,273.5412,86.5256,0,U,63464,999,5781,0.00082674,0.00022571,0.0,5655.934322683156,6861.064474738977,490.06447473897697,481.96533221012305,484.1636172678309,7.621966069584928,1.3,E,3,1,0.19152313095916446
STARLINK-33685,2025-070F,2026-04-10 07:54:19.971648,15.27595635,0.0001494,43.0041,81.2599,275.5955,84.4726,0,U,63465,999,5781,0.00062604,0.00017013,0.0,5655.947033391464,6861.074754084715,490.0747540847151,482.04970951645464,484.09979865297555,7.621960359921603,1.3,F,3,1,0.19313094387045354
STARLINK-33654,2025-070G,2026-04-10 07:39:31.906656,15.27597423,1.45e-05,43.0024,81.1825,332.6827,27.4017,0,U,63466,999,5781,0.00060971,0.00016562,0.0,5655.940413300894,6861.069400316386,490.06940031638624,482.9699148100817,483.16888582269075,7.621963333671002,1.3,G,3,1,0.13850178983081024
STARLINK-33697,2025-070H,2026-04-10 07:43:14.074752,15.27591201,6.87e-05,43.0057,81.2194,278.2253,81.8521,0,U,63467,999,5781,0.00053418,0.00014471,0.0,5655.963450394343,6861.088030756607,490.0880307566067,482.6166740088938,483.5593875043196,7.621952985412242,1.3,H,3,1,0.18892321632726072
STARLINK-33720,2025-070J,2026-04-10 07:45:05.264640,15.27591758,7.3e-06,42.9977,81.2144,55.0721,305.0137,0,U,63468,999,5781,0.00073705,0.00020083,0.0,5655.961388081802,6861.086362934801,490.0863629348014,483.0362770043521,483.1364488652507,7.621953911800421,1.3,J,0,1,0.18436702175966013
STARLINK-33587,2025-070K,2026-04-10 07:22:52.580064,15.27594553,0.000134,42.9987,81.0931,271.6241,88.4457,0,U,63469,999,5781,0.00096476,0.00026393,0.0,5655.951039516439,6861.077993898139,490.07799389813863,482.1586094469567,483.9973783493215,7.621958560369665,1.3,K,3,1,0.1917869689069827
STARLINK-33637,2025-070L,2026-04-10 06:51:38.585664,15.27674533,0.0001461,43.0029,81.7926,282.7232,77.3456,0,U,63470,999,5780,0.0017255,0.00047666,0.0,5655.654927383672,6860.838521508604,489.83852150860366,481.8361530006114,483.84089001659595,7.622091578563921,1.3,L,3,1,0.18055343357781162
STARLINK-33744,2025-070M,2026-04-10 00:12:48.299904,15.27597698,0.00011015,43.0036,83.151,244.0007,116.0731,0,U,63471,999,5776,0.00090211746,0.00024658,0.0,5655.939395111605,6861.068576890976,490.06857689097615,482.31283018723116,483.82432359472114,7.621963791042768,1.3,M,3,1,0.17959011443661327
STARLINK-33766,2025-070N,2026-04-10 05:08:13.473312,15.27597664,0.00019057,43.0029,82.1149,278.0135,82.0501,0,U,63472,999,5779,0.0009646337,0.00026392,0.0,5655.939520996806,6861.068678696286,490.06867869628604,481.76116483818714,484.37619255438494,7.621963734494989,1.3,N,3,1,0.18828322301185207
STARLINK-33765,2025-070P,2026-04-09 23:59:51.206208,15.27589289,8.036e-05,43.0003,83.0838,261.7198,98.3563,0,U,63473,999,5776,0.00060796941,0.0001651,0.0,5655.970529654584,6861.093755854608,490.0937558546084,482.5423983603878,483.6451133488281,7.621949805420941,1.3,P,3,1,0.18898410447652064
STARLINK-33735,2025-070Q,2026-04-10 05:50:34.328832,15.27590387,6.764e-05,43.0007,81.4687,270.563,89.5144,0,U,63474,999,5780,0.00074467856,0.00020293,0.0,5655.966464261339,6861.090468113815,490.0904681138154,482.6263839545518,483.5545522730781,7.621951631587818,1.3,Q,3,1,0.1896790281213167
STARLINK-33731,2025-070R,2026-04-10 06:47:54.321504,15.27649681,0.00025729,43.0015,81.7721,248.2392,111.8186,0,U,63475,999,5780,0.00082637144,0.00022597,0.0,5655.746934299919,6860.912929971381,489.91292997138135,481.1476856836289,484.6781742591338,7.622050246625955,1.3,R,3,1,0.17796902606702975
STARLINK-33718,2025-070S,2026-04-10 07:06:13.247424,15.27598647,0.00015108,43.001,81.0006,268.3109,91.757,0,U,63476,999,5781,0.00066784907,0.00018171,0.0,5655.935881435747,6861.06573532664,490.0657353266397,482.0291655153469,484.1023051379325,7.62196536939073,1.3,S,3,1,0.19331518455459962
STARLINK-33630,2025-070T,2026-04-10 05:53:06.980352,15.27605114,3.7e-06,43.0026,78.0057,300.3074,59.7774,0,U,63477,999,5784,0.00088787043,0.00024269,0.0,5655.9119374616075,6861.046371446532,490.04637144653225,483.0209855749572,483.0717573181064,7.621976125091207,1.3,T,3,1,0.16689441800767035
STARLINK-33695,2025-070U,2026-04-10 07:08:45.990528,15.27602343,0.00013182,42.9996,77.5348,270.9553,89.1147,0,U,63478,999,5785,0.0012775594,0.00035085,0.0,5655.922197024282,6861.054668524558,490.0546685245581,482.15024429815276,483.95909275096346,7.621971516459387,1.3,U,3,1,0.18648499089328996
STARLINK-33713,2025-070V,2026-04-10 05:40:09.470208,15.27586096,5.644e-05,43.0006,77.9321,228.9653,131.115,0,U,63479,999,5784,0.0011801795,0.00032362,0.0,5655.982351910593,6861.103316675126,490.1033166751258,482.71607600393236,483.4905573463193,7.621944494896081,1.3,V,3,1,0.15229843407439198
STARLINK-33721,2025-070W,2026-04-09 15:36:27.832032,15.27582722,4.493e-05,42.9992,81.2792,297.1315,62.9491,0,U,63480,999,5775,0.00078212143,0.00021324,0.0,5655.994844382641,6861.113419501304,490.1134195013037,482.8051496753651,483.42168932724235,7.621938883328102,1.3,W,3,1,0.1752256337078117
STARLINK-33639,2025-070X,2026-04-09 23:54:57.657024,15.27623471,0.00015074,43.0049,79.5718,266.994,93.0739,0,U,63481,999,5780,0.00069062256,0.00018816,0.0,5655.843972038578,6860.991406558093,489.99140655809333,481.9571807134689,484.02563240271775,7.622006655680996,1.3,X,3,1,0.190861928995107
STARLINK-33688,2025-070Z,2026-04-10 00:05:24.098496,15.27588683,0.000104,43.0023,83.0947,256.0611,104.0126,0,U,63483,999,5776,0.00065272327,0.00017747,0.0,5655.972773398715,6861.09557040176,490.0955704017597,482.3820164624376,483.80912434108177,7.621948797536116,1.3,Z,3,1,0.18896277734347694
STARLINK-33700,2025-070AA,2026-04-10 05:54:16.122816,15.2759985,9.063e-05,43.0018,81.4731,264.9933,95.0815,0,U,63484,999,5780,0.0012310612,0.0003379,0.0,5655.931427330266,6861.062133221388,490.06213322138774,482.4403151602537,483.6839512825218,7.621967370182834,1.3,A,3,1,0.18755906534147748
STARLINK-33687,2025-070AB,2026-04-10 07:11:45.749184,15.27598293,9.635e-05,42.9993,80.9737,275.8794,84.1948,0,U,63485,999,5781,0.0010842951,0.00029712,0.0,5655.93719212149,6861.066795298661,490.0667952986614,482.40573151293484,483.727859084388,7.621964780628764,1.3,B,3,1,0.18880895793512098
STARLINK-33716,2025-070AC,2026-04-10 05:45:01.285344,15.27597647,6.215e-05,43.0038,81.4405,124.2631,235.828,0,U,63486,999,5780,0.0006558083,0.00017838,0.0,5655.939583939409,6861.068729598942,490.0687295989419,482.64231417739757,483.49514502048623,7.621963706221099,1.3,C,0,1,0.1868346791657136
STARLINK-33754,2025-070AD,2026-04-09 23:57:59.883264,15.27592518,5.277e-05,42.9995,83.0583,259.9686,100.1106,0,U,63487,999,5776,0.00068974505,0.00018774,0.0,5655.958574156882,6861.084087272933,490.0840872729332,482.72202786564776,483.4461466802177,7.621955175812656,1.3,D,3,1,0.18507780449304806
POSAT-2,2025-009DR,2026-04-10 07:04:10.428960,15.11420084,0.00062794,97.4867,176.6779,31.4645,328.696,0,U,63488,999,5638,0.00078867908,0.00013282,0.0,5716.478225652584,6909.940340014446,538.9403400144456,527.6013120773368,536.2793679515544,7.594962125987979,1.3,R,0,1,0.18944119222584094
HERMES-6,2025-052BK,2026-04-09 06:30:54.512064,15.22215875,0.00080607,97.4065,352.7716,61.4601,298.7446,0,U,63489,999,5934,0.00030265775,6.892e-05,0.0,5675.936075755352,6877.230687750119,506.2306877501187,493.6871584096443,504.774217090594,7.6130023725832165,1.3,K,2,1,0.09785545411191043
HYDRA-W,2025-052BL,2026-04-09 10:56:12.092064,15.84908718,0.00052285,97.381,2.4172,120.0547,240.1242,0,U,63490,999,6002,0.0023508403,0.00582329,0.0,5451.418054474983,6694.655816489207,323.6558164892067,313.15551569555555,320.15611728285876,7.716113980335798,1.3,L,0,1,0.0435817262925664
HADES-ICM,2025-052BN,2026-04-10 05:01:21.330624,15.69404115,0.00051049,97.3873,2.0547,77.1733,283.0099,0,U,63492,999,6006,0.0022933837,0.00277089,0.0,5505.2742103967275,6738.675843942416,367.67584394241567,357.2358173108414,364.115870573989,7.690870142770574,1.3,N,0,1,0.0859959436677783
STARLINK-33828,2025-071A,2026-04-10 00:02:50.525088,15.30204789,0.000104,53.1582,356.6446,69.836,290.2753,0,U,63493,999,5751,0.00044015148,0.00012701,0.0,5646.303071398896,6853.2733181954945,482.27331819549454,474.56057777040223,475.98605862058776,7.626297362090322,1.3,A,2,1,0.17938739245735807
STARLINK-33819,2025-071B,2026-04-10 00:07:23.855808,15.30203733,0.00010345,53.1583,356.6588,77.6477,282.464,0,U,63494,999,5751,0.00041813012,0.00012046,0.0,5646.306967936276,6853.276471176866,482.2764711768659,474.56749972592297,475.9854426278089,7.6262956077778865,1.3,B,2,1,0.1827657423421048
STARLINK-33845,2025-071C,2026-04-09 23:39:17.107488,15.30194395,0.0001105,53.16,354.4049,84.6915,275.4212,0,U,63495,999,5754,0.00053168,0.00015418,0.0,5646.341424482867,6853.304352527891,482.30435252789084,474.5470623969368,476.0616426588449,7.626280094703449,1.3,C,2,1,0.18666593148044686
STARLINK-33829,2025-071D,2026-04-10 00:02:04.680384,15.30202439,8.021e-05,53.1579,354.5018,66.0679,294.0406,0,U,63496,999,5750,0.00067065947,0.00019558,0.0,5646.311742677859,6853.280334778297,482.2803347782974,474.73063316264506,475.83003639394974,7.626293458079542,1.3,D,2,1,0.17580750357817965
STARLINK-33815,2025-071E,2026-04-10 00:27:54.805248,15.30201834,9.066e-05,53.1598,354.6128,96.2258,263.8846,0,U,63497,999,5756,0.0007443275,0.00021751,0.0,5646.313975075264,6853.282141178053,482.2821411780533,474.6608226191338,475.90345973697185,7.62629245300378,1.3,E,2,1,0.18173344451061646
STARLINK-33833,2025-071F,2026-04-09 21:07:39.018144,15.30213053,0.0002113,53.1594,355.1661,76.8475,283.2761,0,U,63498,999,5754,0.0007893,0.000231,0.0,5646.272578227707,6853.248643852897,482.24864385289675,473.80055241445007,476.6967352913425,7.626311090886276,1.3,F,2,1,0.17503296200074658
